O_cluster,O_lat,O_lon,D_cluster,D_lat,D_lon,match_cnt
6,30.76808610264163,104.05265748042648,3,30.660605693305357,104.0649469583959,854
6,30.76808610264163,104.05265748042648,4,30.704196981485385,104.04116047586425,1924
6,30.76808610264163,104.05265748042648,5,30.652547765405096,104.1546348506086,250
6,30.76808610264163,104.05265748042648,6,30.754426746223565,103.942287586858,40
6,30.76808610264163,104.05265748042648,7,30.77402473382942,104.09530231668575,42
6,30.76808610264163,104.05265748042648,8,30.578385025598948,103.96211019428947,110
6,30.76808610264163,104.05265748042648,9,30.659247217484204,104.10418117166753,356
7,30.661870726837524,104.0247025049323,0,30.59862289862249,104.07358492815342,682
7,30.661870726837524,104.0247025049323,1,30.69672440764477,104.09092563610503,2581
7,30.661870726837524,104.0247025049323,2,30.65922788525725,104.00638077512882,794
7,30.661870726837524,104.0247025049323,3,30.660605693305357,104.0649469583959,9195
7,30.661870726837524,104.0247025049323,4,30.704196981485385,104.04116047586425,3713
7,30.661870726837524,104.0247025049323,5,30.652547765405096,104.1546348506086,571
7,30.661870726837524,104.0247025049323,6,30.754426746223565,103.942287586858,130
7,30.661870726837524,104.0247025049323,7,30.77402473382942,104.09530231668575,653
7,30.661870726837524,104.0247025049323,8,30.578385025598948,103.96211019428947,145
7,30.661870726837524,104.0247025049323,9,30.659247217484204,104.10418117166753,2240
8,30.68691598803821,104.10887154227727,0,30.59862289862249,104.07358492815342,2292
8,30.68691598803821,104.10887154227727,1,30.69672440764477,104.09092563610503,7598
8,30.68691598803821,104.10887154227727,2,30.65922788525725,104.00638077512882,1565
8,30.68691598803821,104.10887154227727,3,30.660605693305357,104.0649469583959,6450
8,30.68691598803821,104.10887154227727,4,30.704196981485385,104.04116047586425,3125
8,30.68691598803821,104.10887154227727,5,30.652547765405096,104.1546348506086,3436
8,30.68691598803821,104.10887154227727,6,30.754426746223565,103.942287586858,393
8,30.68691598803821,104.10887154227727,7,30.77402473382942,104.09530231668575,1617
8,30.68691598803821,104.10887154227727,8,30.578385025598948,103.96211019428947,522
8,30.68691598803821,104.10887154227727,9,30.659247217484204,104.10418117166753,8252
9,30.69913359257172,104.05588282945386,0,30.59862289862249,104.07358492815342,1636
9,30.69913359257172,104.05588282945386,1,30.69672440764477,104.09092563610503,5596
9,30.69913359257172,104.05588282945386,2,30.65922788525725,104.00638077512882,3339
9,30.69913359257172,104.05588282945386,3,30.660605693305357,104.0649469583959,7445
9,30.69913359257172,104.05588282945386,4,30.704196981485385,104.04116047586425,9273
9,30.69913359257172,104.05588282945386,5,30.652547765405096,104.1546348506086,1316
9,30.69913359257172,104.05588282945386,6,30.754426746223565,103.942287586858,936
9,30.69913359257172,104.05588282945386,7,30.77402473382942,104.09530231668575,2547
9,30.69913359257172,104.05588282945386,8,30.578385025598948,103.96211019428947,709
9,30.69913359257172,104.05588282945386,9,30.659247217484204,104.10418117166753,2691
